"","ID","AIC_quadratic","BIC_quadratic","AIC_logistic","BIC_logistic","r_max","K","N_0"
"17",17,-247.053449896628,-241.870102432611,-246.829671854835,-241.646324390817,-0.00173119972100276,5396.19172521563,0.00757972813167916
"18",18,-239.396535143924,-234.067717103224,-238.403719855511,-233.07490181481,0.0076150458999883,0.0479002325026833,0.0180597982754386
"19",19,-171.499980156152,-166.171162115452,-119.23913037887,-113.910312338169,0.00236276678896399,-4826217.73195963,0.0393105629287104
"20",20,-260.318773785266,-254.989955744565,-235.314920013606,-229.986101972905,4.29391401167295e-05,43.8960113932218,0.00813814792028784
"21",21,-94.9701954115871,-93.7598550396109,-94.3168181055792,-93.106477733603,-0.00170684142691331,-721.821125716854,0.00288858555667953
"22",22,-172.657455613289,-167.328637572588,-104.763811456132,-99.434993415431,0.00234396908957247,-8267955.04299822,0.0785435710045023
"23",23,-82.1362137863067,-77.9581240354131,-44.1259392288534,-39.9478494779597,0.00114701535059346,-860436.377853957,0.205005672203078
"24",24,-19.8439606401502,-14.5151425994494,5.40292954275374,10.7317475834546,0.00168636955733305,-1874651.74067038,0.456043597839984
"25",25,-15.2976419277384,-10.2652557756524,-2.90287509542512,2.1295110566608,-0.000391887272044184,-1085447.91341959,0.439056294446402
"26",26,-7.31764033865763,-2.2852541865717,-3.15131996889556,1.88106618319037,-0.00116272228636152,-2355339.21128574,0.40272383466386
"27",27,-117.581113410814,-113.216943597381,-63.3507018423513,-58.9865320289181,0.000788183194576544,-74394.525393571,0.0903427283296004
