"","ID","AIC_quadratic","BIC_quadratic","AIC_logistic","BIC_logistic","r_max","K","N_0"
"222",222,77.9649480015841,78.753846310929,94.0820374674006,94.8709357767455,0.00433144697765973,-12460269447.3358,51.9695854700007
"223",223,200.399777808268,202.956007126729,213.396111408737,215.952340727198,0.00284320329885197,-127083341582.111,470.339267031446
"224",224,134.67325262769,136.264833718883,159.561120386148,161.152701477342,0.00482068126834551,-49117817806.8318,261.97961748957
"225",225,-86.3888253465771,-83.298470457618,-85.0234494122806,-81.9330945233215,0.00560674080339386,2.76119123763432,2.73897810933701
"226",226,170.199715159997,173.532568536222,165.981798332198,169.314651708423,0.00827749833868404,-19730647346.7784,3.8319042740584
"227",227,152.43922652194,154.378853121092,163.134734555694,165.074361154846,0.00418433149609641,-17255217267.4041,123.739704296534
"228",228,120.114871854887,120.903770164232,127.204339446814,127.993237756159,0.0149421202918106,-57528790057.3686,139.591810728308
"229",229,-50.316353501652,-49.1060131296758,-47.7424235582585,-46.5320831862823,0.00913391963000217,2.77678786226767,2.78765046455103
"230",230,-89.6822264559066,-86.5918715669475,-84.7255033346133,-81.6351484456542,4.14703506892258e-05,14.8076669583597,2.73465166200503
"231",231,160.251802280636,163.584655656861,117.859256155648,121.192109531872,0.0121760158793498,-263597846.33362,0.17334225911187
"232",232,126.398319164812,127.989900256005,140.159928341722,141.751509432915,0.00495701967165998,-39794154811.2081,143.300725761935
"233",233,81.0146963933239,81.3324625600433,98.6398452811921,98.9576114479114,0.00483891340899167,-8762491363.77016,93.0568000090575
"234",234,59.938292061945,58.3760437116814,67.0114681717495,65.4492198214859,0.0223852432448962,-31797892129.2836,91.1575953043418
"235",235,51.7299785696436,52.0477447363629,57.3087229462083,57.6264891129276,0.0105425561148865,-1493419764.42304,5.28103647163831
"236",236,106.980120372519,109.53634969098,90.1967992665654,92.7530285850265,0.0157185486234424,-1362812430.1522,0.0812275221262905
"237",237,98.0754043661983,99.2857447381745,105.372880963695,106.583221335671,0.00692741782122815,-4982392723.96988,22.8666396828908
"238",238,90.3603432247346,90.678109391454,103.627261684978,103.945027851698,0.00830730100918792,-14773265671.9486,102.160236347456
"239",239,81.6722517599874,82.4611500693323,95.0635566207587,95.8524549301036,0.0105987967040455,-2594464590.58927,39.3554233694408
"240",240,107.312845993736,108.10174430308,115.136578557866,115.925476867211,0.00904176728980484,-28012906749.0246,79.1537325717329
"241",241,-118.01728793152,-114.239532014854,-117.012916431037,-113.235160514371,1.33827970697083e-06,6.0687040291752,2.74000035150228
"242",242,107.323473558469,110.656326934694,142.76245990355,146.095313279774,0.00366055098941561,-1633807006.70956,19.0026195675484
"243",243,62.2306038880317,62.548370054751,79.743423379336,80.0611895460553,0.00645059292870468,-1340318687.81232,34.6225575627102
"244",244,65.1615102428485,65.4792764095678,85.3710525647577,85.688818731477,0.00614411022670835,-2002886693.86815,51.7505211406123
"245",245,60.6862596333739,60.4699002295951,63.6387209340647,63.4223615302859,0.0600916561731018,222.960327123149,24.1847030105776
"246",246,-105.616766041512,-102.055279009927,-103.881872871428,-100.320385839843,2.09418101291821e-05,7.22515187397466,2.73571920370674
"247",247,133.884901179289,136.44113049775,145.603000363289,148.15922968175,0.00632614631059701,-2976752099.60761,12.5101327287618
"248",248,72.0550709229497,71.8387115191709,81.2235288755694,81.0071694717907,0.00880886960036825,-25060546817.8477,51.0270119954845
"249",249,77.5419169442275,77.8596831109468,89.4197135646859,89.7374797314052,0.00559986375446185,-22111940010.6394,89.164230904535
"250",250,78.8533882062754,79.1711543729947,102.017338915061,102.33510508178,0.0067657665041203,-19709107774.2671,119.003623969805
"251",251,130.821859040272,132.032199412249,136.77021436648,137.980554738456,0.00512319747186034,-3846783645.74594,124.896030248402
"252",252,660.688689011383,663.779043900342,596.757663742733,599.848018631692,0.0551393100371905,2013225870.1773,692.103020756884
"253",253,758.072189154711,761.633676186296,754.470255976812,758.031743008396,0.116593832782619,1848669345.58909,54863.236434772
"254",254,667.879934684341,670.9702895733,673.667971739579,676.758326628538,0.0631422071161726,4.60899101048692e+24,23591904.8669519
"255",255,574.451321651362,576.711119081208,570.293902259322,572.553699689168,0.17614304247488,4.23211761974042e+25,17959400.4265932
"256",256,197.791626913204,198.580525222548,147.85304653562,148.641944844965,0.0188168693412567,1066675.83546041,89.4271430987872
"257",257,736.242190389572,740.225119483788,709.493366600834,713.47629569505,0.0318380717065503,447017294.096681,86592.5693518362
"258",258,556.979840580161,559.536069898622,558.813260126813,561.369489445274,0.033391314858495,-2.10628248573231e+22,14439734.3970404
"259",259,707.988369162991,711.321222539216,699.246127958993,702.578981335218,0.187740383139771,1365994551.25644,1902.66147487565
"260",260,629.761892228043,632.594093032452,637.674622509208,640.506823313617,0.049482436339378,1.65023621939931e+25,118852809.324949
"261",261,549.728382957347,551.988180387193,554.684350264837,556.944147694684,0.089874046450842,-4.86406052543616e+24,113970990.545443
"262",262,172.089857800208,172.878756109553,169.828887387439,170.617785696784,0.0127257934287889,-12965024597602.1,670.600793964544
"263",263,694.654476091948,698.432232008614,658.05533597092,661.833091887586,0.0261536595327098,199559826.493454,481990.896539954
"264",264,493.805560584274,495.745187183426,491.725668547312,493.665295146464,0.0355430708940861,-9.93859860896496e+24,4758685.79894645
"265",265,541.340725588282,543.600523018128,547.093780036627,549.353577466473,0.0269947303752346,-1.77524597634352e+23,108647428.971644
"266",266,502.552069219298,504.49169581845,487.216021307755,489.155647906907,0.362509043912515,1844714148.42951,329.82697845683
"267",267,432.554531432211,433.764871804187,417.346043691638,418.556384063614,0.981297819720352,1717989887.94171,11.6369454159024
"268",268,17.0869486424301,16.8705892386513,19.9025448234752,19.6861854196964,0.00193710067274728,-21671060.066506,1.532184435849
"269",269,14.1966221862482,13.9802627824694,18.6709420327198,18.4545826289411,0.00220598486048082,-30465103.4304782,1.53377376189834
"270",270,15.4329992013034,14.6000370782156,19.3608781717576,18.5279160486698,0.00306791861091695,-95642001.3481916,1.57940492445362
"271",271,1.62788678676951,0.794924663681734,11.0247900421692,10.1918279190814,0.0177075049826483,2.69301694306025,1.0901571802518
"272",272,8.08221973853421,7.86586033475546,10.4066493191834,10.1902899154047,0.0012811214052951,-22121390.4567436,1.98225832824302
"273",273,17.1266941991622,16.9103347953835,16.829690454843,16.6133310510642,0.00676804793804073,4.38160326140738,1.55686352074389
"274",274,6.38707818565013,6.17071878187138,13.8927616342351,13.6764022304563,0.00208216314100622,-223731005.153113,2.1461038929777
"275",275,10.7483881375358,10.532028733757,10.2636905484195,10.0473311446408,0.00902268104687051,5.31955979781209,1.74121811003027
"276",276,196.801388073651,196.585028669873,197.991854028188,197.775494624409,0.038137770846011,172974523612008672,35377.9231144717
"277",277,179.560671389066,179.344311985288,170.430883925732,170.214524521953,0.0570657087985067,1118720675720355072,3687.67304591711
"278",278,121.930898106299,119.476075550779,126.416429495577,123.961606940057,0.0136483841195467,-9354536935326605312,280400.649489143
"279",279,150.327950496778,148.765702146514,97.9315475296067,96.3692991793431,0.0944522969838376,1043973.13492896,-2.99534410337194
"280",280,122.918521319275,120.463698763755,119.381895061403,116.927072505882,0.0781072488749987,2077912.82791897,0.820142157363143
"281",281,144.152522261353,143.319560138266,134.329332140023,133.496370016935,0.0175116536900592,92515587699762848,739.159677768578
"282",282,2417.19257588447,2429.26169523173,2445.23744061325,2457.30655996051,0.00832272779993188,-25266879251201.2,285.359375159348
"283",283,1647.94585822696,1657.85520548488,1671.31577166685,1681.22511892476,0.0204825054785933,9882924212417012,1111.44233306125
"284",284,1948.62010178263,1959.34862669113,1981.42176337329,1992.15028828179,0.0603685655303354,-15556989302432686,569.848438999904
"285",285,1693.98715918134,1703.94170466027,1742.18964503331,1752.14419051224,0.0429681067406859,-40364808749876624,2073.20008166479
